manager_true_ultimate_parent_organisation_name,country_commodity,financial_flow_link_strength,total_usd_m_yr_this_strength,total_usd_m_yr_overall,rank_overall,prop_overall,prop_this_strength,prop_this_country_commodity,government_ultimate_parent,manager_true_ultimate_parent_country_of_headquarters,manager_true_ultimate_parent_region_of_headquarters_unsd
Barclays PLC,Ecuador - Cocoa beans,Low,164.3106603137876,4982.734129690289,10,0.027472645100528093,44%,20%,FALSE,United Kingdom,Europe
Barclays PLC,Ecuador - Cocoa beans,Medium,817.6528051757449,4982.734129690289,10,0.027472645100528093,55%,20%,FALSE,United Kingdom,Europe
Barclays PLC,Peru - Cocoa beans,Medium,12.964459853059223,4982.734129690289,10,0.027472645100528093,55%,0%,FALSE,United Kingdom,Europe
Barclays PLC,"Peru - Coffee, green",High,0.23911580959686624,4982.734129690289,10,0.027472645100528093,1%,1%,FALSE,United Kingdom,Europe
Barclays PLC,"Peru - Coffee, green",Low,3.244111013073331,4982.734129690289,10,0.027472645100528093,44%,1%,FALSE,United Kingdom,Europe
Barclays PLC,"Peru - Coffee, green",Medium,62.100897591847684,4982.734129690289,10,0.027472645100528093,55%,1%,FALSE,United Kingdom,Europe
Banco Santander SA,Bolivia - Soya beans,Medium,5.462963416031217,4868.846493876997,11,0.026844717838386323,26%,0%,FALSE,Spain,Europe
Banco Santander SA,Brazil - Cattle meat,High,259.8363350646809,4868.846493876997,11,0.026844717838386323,8%,11%,FALSE,Spain,Europe
Banco Santander SA,Brazil - Cattle meat,Low,148.27059464948422,4868.846493876997,11,0.026844717838386323,66%,11%,FALSE,Spain,Europe
Banco Santander SA,Brazil - Cattle meat,Medium,144.0094379892808,4868.846493876997,11,0.026844717838386323,26%,11%,FALSE,Spain,Europe
Banco Santander SA,Brazil - Oil palm fruit,Low,268.4098520453381,4868.846493876997,11,0.026844717838386323,66%,9%,FALSE,Spain,Europe
Banco Santander SA,Brazil - Oil palm fruit,Medium,158.43291368797307,4868.846493876997,11,0.026844717838386323,26%,9%,FALSE,Spain,Europe
Banco Santander SA,Brazil - Soya beans,High,89.51815191216403,4868.846493876997,11,0.026844717838386323,8%,20%,FALSE,Spain,Europe
Banco Santander SA,Brazil - Soya beans,Low,585.4492003910946,4868.846493876997,11,0.026844717838386323,66%,20%,FALSE,Spain,Europe
Banco Santander SA,Brazil - Soya beans,Medium,309.08824919104734,4868.846493876997,11,0.026844717838386323,26%,20%,FALSE,Spain,Europe
Banco Santander SA,Brazil - Sugar cane,High,44.373321820947325,4868.846493876997,11,0.026844717838386323,8%,43%,FALSE,Spain,Europe
Banco Santander SA,Brazil - Sugar cane,Low,1931.8023621669574,4868.846493876997,11,0.026844717838386323,66%,43%,FALSE,Spain,Europe
Banco Santander SA,Brazil - Sugar cane,Medium,124.27719493975577,4868.846493876997,11,0.026844717838386323,26%,43%,FALSE,Spain,Europe
Banco Santander SA,Colombia - Cattle meat,Medium,14.87668099137935,4868.846493876997,11,0.026844717838386323,26%,0%,FALSE,Spain,Europe
Banco Santander SA,"Colombia - Coffee, green",Low,0.5305741620464279,4868.846493876997,11,0.026844717838386323,66%,0%,FALSE,Spain,Europe
Banco Santander SA,"Colombia - Coffee, green",Medium,3.419854937753853,4868.846493876997,11,0.026844717838386323,26%,0%,FALSE,Spain,Europe
Banco Santander SA,Ecuador - Cocoa beans,High,0.11105515395901118,4868.846493876997,11,0.026844717838386323,8%,16%,FALSE,Spain,Europe
Banco Santander SA,Ecuador - Cocoa beans,Low,293.9288754708016,4868.846493876997,11,0.026844717838386323,66%,16%,FALSE,Spain,Europe
Banco Santander SA,Ecuador - Cocoa beans,Medium,474.564873868746,4868.846493876997,11,0.026844717838386323,26%,16%,FALSE,Spain,Europe
Banco Santander SA,Peru - Cocoa beans,Medium,4.746418548662652,4868.846493876997,11,0.026844717838386323,26%,0%,FALSE,Spain,Europe
Banco Santander SA,"Peru - Coffee, green",Medium,7.737583468894396,4868.846493876997,11,0.026844717838386323,26%,0%,FALSE,Spain,Europe
Sumitomo Mitsui Financial Group Inc,Bolivia - Soya beans,Medium,4.246777066967042,4666.635851928811,12,0.02572981564669789,30%,0%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,Brazil - Cattle meat,High,9.378899795985632,4666.635851928811,12,0.02572981564669789,3%,0%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,Brazil - Cattle meat,Medium,3.495505533355189,4666.635851928811,12,0.02572981564669789,30%,0%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,Brazil - Oil palm fruit,Low,107.75786387409838,4666.635851928811,12,0.02572981564669789,67%,6%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,Brazil - Oil palm fruit,Medium,194.994480338425,4666.635851928811,12,0.02572981564669789,30%,6%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,Brazil - Soya beans,High,84.85640745661289,4666.635851928811,12,0.02572981564669789,3%,69%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,Brazil - Soya beans,Low,2406.864905551406,4666.635851928811,12,0.02572981564669789,67%,69%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,Brazil - Soya beans,Medium,744.2953363554121,4666.635851928811,12,0.02572981564669789,30%,69%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,Brazil - Sugar cane,High,29.970891490467814,4666.635851928811,12,0.02572981564669789,3%,21%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,Brazil - Sugar cane,Low,583.4412864597967,4666.635851928811,12,0.02572981564669789,67%,21%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,Brazil - Sugar cane,Medium,360.0374495118414,4666.635851928811,12,0.02572981564669789,30%,21%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,"Colombia - Coffee, green",High,1.366976722698395,4666.635851928811,12,0.02572981564669789,3%,0%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,"Colombia - Coffee, green",Low,6.400535966926981,4666.635851928811,12,0.02572981564669789,67%,0%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,"Colombia - Coffee, green",Medium,2.483038583388452,4666.635851928811,12,0.02572981564669789,30%,0%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,Ecuador - Cocoa beans,Low,27.142569598596097,4666.635851928811,12,0.02572981564669789,67%,1%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,Ecuador - Cocoa beans,Medium,39.709413608052316,4666.635851928811,12,0.02572981564669789,30%,1%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,Peru - Cocoa beans,Medium,3.2993644256557926,4666.635851928811,12,0.02572981564669789,30%,0%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,"Peru - Coffee, green",High,0.5124521783412199,4666.635851928811,12,0.02572981564669789,3%,1%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,"Peru - Coffee, green",Low,15.514182536816126,4666.635851928811,12,0.02572981564669789,67%,1%,FALSE,Japan,Asia
Sumitomo Mitsui Financial Group Inc,"Peru - Coffee, green",Medium,40.867514873962705,4666.635851928811,12,0.02572981564669789,30%,1%,FALSE,Japan,Asia
Societe Generale SA,Bolivia - Soya beans,Medium,0.8083347149818675,4436.734099610142,13,0.024462236625813448,39%,0%,FALSE,France,Europe
Societe Generale SA,Brazil - Cattle meat,High,2.3834935366257874,4436.734099610142,13,0.024462236625813448,3%,2%,FALSE,France,Europe
Societe Generale SA,Brazil - Cattle meat,Medium,93.33849683816575,4436.734099610142,13,0.024462236625813448,39%,2%,FALSE,France,Europe
Societe Generale SA,Brazil - Oil palm fruit,Low,58.791526808714046,4436.734099610142,13,0.024462236625813448,57%,7%,FALSE,France,Europe
Societe Generale SA,Brazil - Oil palm fruit,Medium,232.80651520009238,4436.734099610142,13,0.024462236625813448,39%,7%,FALSE,France,Europe
Societe Generale SA,Brazil - Soya beans,High,48.72805915836548,4436.734099610142,13,0.024462236625813448,3%,30%,FALSE,France,Europe
Societe Generale SA,Brazil - Soya beans,Low,877.229522870312,4436.734099610142,13,0.024462236625813448,57%,30%,FALSE,France,Europe
Societe Generale SA,Brazil - Soya beans,Medium,387.5822886614001,4436.734099610142,13,0.024462236625813448,39%,30%,FALSE,France,Europe
Societe Generale SA,Brazil - Sugar cane,High,82.23918543424557,4436.734099610142,13,0.024462236625813448,3%,36%,FALSE,France,Europe
Societe Generale SA,Brazil - Sugar cane,Low,1313.2600321637694,4436.734099610142,13,0.024462236625813448,57%,36%,FALSE,France,Europe
Societe Generale SA,Brazil - Sugar cane,Medium,189.20697510416016,4436.734099610142,13,0.024462236625813448,39%,36%,FALSE,France,Europe
Societe Generale SA,"Colombia - Coffee, green",High,2.7501294923326776,4436.734099610142,13,0.024462236625813448,3%,1%,FALSE,France,Europe
Societe Generale SA,"Colombia - Coffee, green",Low,20.400226031538384,4436.734099610142,13,0.024462236625813448,57%,1%,FALSE,France,Europe
Societe Generale SA,"Colombia - Coffee, green",Medium,1.8487543416598498,4436.734099610142,13,0.024462236625813448,39%,1%,FALSE,France,Europe
Societe Generale SA,Ecuador - Cocoa beans,Low,275.66992979143816,4436.734099610142,13,0.024462236625813448,57%,23%,FALSE,France,Europe
Societe Generale SA,Ecuador - Cocoa beans,Medium,752.1475607995197,4436.734099610142,13,0.024462236625813448,39%,23%,FALSE,France,Europe
Societe Generale SA,Peru - Cocoa beans,Medium,82.70031751406962,4436.734099610142,13,0.024462236625813448,39%,2%,FALSE,France,Europe
Societe Generale SA,"Peru - Coffee, green",High,0.8858280725168676,4436.734099610142,13,0.024462236625813448,3%,0%,FALSE,France,Europe
Societe Generale SA,"Peru - Coffee, green",Low,4.649481298192802,4436.734099610142,13,0.024462236625813448,57%,0%,FALSE,France,Europe
Societe Generale SA,"Peru - Coffee, green",Medium,9.307441778037127,4436.734099610142,13,0.024462236625813448,39%,0%,FALSE,France,Europe
Deutsche Bank AG,Bolivia - Soya beans,Medium,36.98753068593009,4319.59902973946,14,0.023816404414095015,52%,1%,FALSE,Germany,Europe
Deutsche Bank AG,Brazil - Cattle meat,High,99.87771244440479,4319.59902973946,14,0.023816404414095015,4%,3%,FALSE,Germany,Europe
Deutsche Bank AG,Brazil - Cattle meat,Medium,45.01539713458403,4319.59902973946,14,0.023816404414095015,52%,3%,FALSE,Germany,Europe
Deutsche Bank AG,Brazil - Oil palm fruit,Medium,172.59820458148639,4319.59902973946,14,0.023816404414095015,52%,4%,FALSE,Germany,Europe
Deutsche Bank AG,Brazil - Soya beans,High,78.4616352134983,4319.59902973946,14,0.023816404414095015,4%,42%,FALSE,Germany,Europe
Deutsche Bank AG,Brazil - Soya beans,Low,861.5827580352394,4319.59902973946,14,0.023816404414095015,44%,42%,FALSE,Germany,Europe
Deutsche Bank AG,Brazil - Soya beans,Medium,867.0944755045283,4319.59902973946,14,0.023816404414095015,52%,42%,FALSE,Germany,Europe
Deutsche Bank AG,Brazil - Sugar cane,High,10.35722976039239,4319.59902973946,14,0.023816404414095015,4%,17%,FALSE,Germany,Europe
Deutsche Bank AG,Brazil - Sugar cane,Low,613.0660782760552,4319.59902973946,14,0.023816404414095015,44%,17%,FALSE,Germany,Europe
Deutsche Bank AG,Brazil - Sugar cane,Medium,112.51301657614809,4319.59902973946,14,0.023816404414095015,52%,17%,FALSE,Germany,Europe
Deutsche Bank AG,"Colombia - Coffee, green",High,0.8011548635229039,4319.59902973946,14,0.023816404414095015,4%,0%,FALSE,Germany,Europe
Deutsche Bank AG,"Colombia - Coffee, green",Low,6.256547933699409,4319.59902973946,14,0.023816404414095015,44%,0%,FALSE,Germany,Europe
Deutsche Bank AG,"Colombia - Coffee, green",Medium,0.7603939951900246,4319.59902973946,14,0.023816404414095015,52%,0%,FALSE,Germany,Europe
Deutsche Bank AG,Ecuador - Cocoa beans,Low,412.2509230184811,4319.59902973946,14,0.023816404414095015,44%,32%,FALSE,Germany,Europe
Deutsche Bank AG,Ecuador - Cocoa beans,Medium,963.9743347449577,4319.59902973946,14,0.023816404414095015,52%,32%,FALSE,Germany,Europe
Deutsche Bank AG,Peru - Cocoa beans,Medium,22.32465372237274,4319.59902973946,14,0.023816404414095015,52%,1%,FALSE,Germany,Europe
Deutsche Bank AG,"Peru - Coffee, green",High,0.31187420017396816,4319.59902973946,14,0.023816404414095015,4%,0%,FALSE,Germany,Europe
Deutsche Bank AG,"Peru - Coffee, green",Low,2.1578627959319245,4319.59902973946,14,0.023816404414095015,44%,0%,FALSE,Germany,Europe
Deutsche Bank AG,"Peru - Coffee, green",Medium,13.207246252861037,4319.59902973946,14,0.023816404414095015,52%,0%,FALSE,Germany,Europe
ING Groep NV,Brazil - Cattle meat,High,14.272607542682897,3968.461404224112,15,0.021880383122141214,7%,7%,FALSE,Netherlands,Europe
ING Groep NV,Brazil - Cattle meat,Low,45.21378719202946,3968.461404224112,15,0.021880383122141214,40%,7%,FALSE,Netherlands,Europe
ING Groep NV,Brazil - Cattle meat,Medium,201.11413246297093,3968.461404224112,15,0.021880383122141214,53%,7%,FALSE,Netherlands,Europe
ING Groep NV,Brazil - Oil palm fruit,Low,38.317095827991366,3968.461404224112,15,0.021880383122141214,40%,1%,FALSE,Netherlands,Europe
ING Groep NV,Brazil - Soya beans,High,154.0269243807635,3968.461404224112,15,0.021880383122141214,7%,42%,FALSE,Netherlands,Europe
ING Groep NV,Brazil - Soya beans,Low,900.8385969647512,3968.461404224112,15,0.021880383122141214,40%,42%,FALSE,Netherlands,Europe
ING Groep NV,Brazil - Soya beans,Medium,624.3990287759959,3968.461404224112,15,0.021880383122141214,53%,42%,FALSE,Netherlands,Europe
ING Groep NV,Brazil - Sugar cane,High,105.58383076287646,3968.461404224112,15,0.021880383122141214,7%,22%,FALSE,Netherlands,Europe
ING Groep NV,Brazil - Sugar cane,Low,350.6887291637116,3968.461404224112,15,0.021880383122141214,40%,22%,FALSE,Netherlands,Europe
ING Groep NV,Brazil - Sugar cane,Medium,401.3950794747113,3968.461404224112,15,0.021880383122141214,53%,22%,FALSE,Netherlands,Europe
ING Groep NV,"Colombia - Coffee, green",High,5.436619206232438,3968.461404224112,15,0.021880383122141214,7%,1%,FALSE,Netherlands,Europe
ING Groep NV,"Colombia - Coffee, green",Low,23.017523948841355,3968.461404224112,15,0.021880383122141214,40%,1%,FALSE,Netherlands,Europe
ING Groep NV,"Colombia - Coffee, green",Medium,3.710472326132004,3968.461404224112,15,0.021880383122141214,53%,1%,FALSE,Netherlands,Europe
ING Groep NV,Ecuador - Cocoa beans,Low,229.72588917276445,3968.461404224112,15,0.021880383122141214,40%,23%,FALSE,Netherlands,Europe
ING Groep NV,Ecuador - Cocoa beans,Medium,691.1920847241131,3968.461404224112,15,0.021880383122141214,53%,23%,FALSE,Netherlands,Europe
ING Groep NV,Peru - Cocoa beans,Medium,106.01141320678404,3968.461404224112,15,0.021880383122141214,53%,3%,FALSE,Netherlands,Europe
ING Groep NV,"Peru - Coffee, green",High,1.898169424851703,3968.461404224112,15,0.021880383122141214,7%,2%,FALSE,Netherlands,Europe
ING Groep NV,"Peru - Coffee, green",Low,15.810068940182358,3968.461404224112,15,0.021880383122141214,40%,2%,FALSE,Netherlands,Europe
ING Groep NV,"Peru - Coffee, green",Medium,55.80935072572772,3968.461404224112,15,0.021880383122141214,53%,2%,FALSE,Netherlands,Europe
Morgan Stanley,Brazil - Cattle meat,High,123.15752701049604,3845.7078825111744,16,0.021203573192274634,4%,6%,FALSE,United States of America,Northern America
Morgan Stanley,Brazil - Cattle meat,Low,61.99144998443133,3845.7078825111744,16,0.021203573192274634,88%,6%,FALSE,United States of America,Northern America
Morgan Stanley,Brazil - Cattle meat,Medium,60.391536890125856,3845.7078825111744,16,0.021203573192274634,7%,6%,FALSE,United States of America,Northern America
Morgan Stanley,Brazil - Oil palm fruit,Low,102.3721549036134,3845.7078825111744,16,0.021203573192274634,88%,4%,FALSE,United States of America,Northern America
Morgan Stanley,Brazil - Oil palm fruit,Medium,66.35933557611438,3845.7078825111744,16,0.021203573192274634,7%,4%,FALSE,United States of America,Northern America
Morgan Stanley,Brazil - Soya beans,High,35.7966322168812,3845.7078825111744,16,0.021203573192274634,4%,59%,FALSE,United States of America,Northern America
Morgan Stanley,Brazil - Soya beans,Low,2141.2851975579506,3845.7078825111744,16,0.021203573192274634,88%,59%,FALSE,United States of America,Northern America
Morgan Stanley,Brazil - Soya beans,Medium,95.80170088035771,3845.7078825111744,16,0.021203573192274634,7%,59%,FALSE,United States of America,Northern America
Morgan Stanley,Brazil - Sugar cane,Low,919.5844048917063,3845.7078825111744,16,0.021203573192274634,88%,26%,FALSE,United States of America,Northern America
Morgan Stanley,Brazil - Sugar cane,Medium,61.083521156967855,3845.7078825111744,16,0.021203573192274634,7%,26%,FALSE,United States of America,Northern America
Morgan Stanley,"Colombia - Coffee, green",Low,19.986095015990763,3845.7078825111744,16,0.021203573192274634,88%,1%,FALSE,United States of America,Northern America
Morgan Stanley,"Colombia - Coffee, green",Medium,0.5059704177731957,3845.7078825111744,16,0.021203573192274634,7%,1%,FALSE,United States of America,Northern America
Morgan Stanley,Ecuador - Cocoa beans,Low,149.3727471894693,3845.7078825111744,16,0.021203573192274634,88%,4%,FALSE,United States of America,Northern America
Morgan Stanley,"Peru - Coffee, green",Low,8.019608819296897,3845.7078825111744,16,0.021203573192274634,88%,0%,FALSE,United States of America,Northern America
Sas Rue La Boetie,Bolivia - Soya beans,Medium,2.109040290227395,3785.525761709737,17,0.02087175495691601,20%,0%,FALSE,France,Europe
Sas Rue La Boetie,Brazil - Cattle meat,High,3.0891251854453587,3785.525761709737,17,0.02087175495691601,3%,0%,FALSE,France,Europe
Sas Rue La Boetie,Brazil - Oil palm fruit,Low,20.47443098072268,3785.525761709737,17,0.02087175495691601,77%,8%,FALSE,France,Europe
Sas Rue La Boetie,Brazil - Oil palm fruit,Medium,293.51002856785396,3785.525761709737,17,0.02087175495691601,20%,8%,FALSE,France,Europe
Sas Rue La Boetie,Brazil - Soya beans,High,57.25967297523983,3785.525761709737,17,0.02087175495691601,3%,39%,FALSE,France,Europe
Sas Rue La Boetie,Brazil - Soya beans,Low,1165.7850493141057,3785.525761709737,17,0.02087175495691601,77%,39%,FALSE,France,Europe
Sas Rue La Boetie,Brazil - Soya beans,Medium,245.9250364043587,3785.525761709737,17,0.02087175495691601,20%,39%,FALSE,France,Europe
Sas Rue La Boetie,Brazil - Sugar cane,High,47.821256663115385,3785.525761709737,17,0.02087175495691601,3%,51%,FALSE,France,Europe
Sas Rue La Boetie,Brazil - Sugar cane,Low,1728.207812578298,3785.525761709737,17,0.02087175495691601,77%,51%,FALSE,France,Europe
Sas Rue La Boetie,Brazil - Sugar cane,Medium,138.2305243498951,3785.525761709737,17,0.02087175495691601,20%,51%,FALSE,France,Europe
Sas Rue La Boetie,"Colombia - Coffee, green",High,3.007199531613087,3785.525761709737,17,0.02087175495691601,3%,0%,FALSE,France,Europe
Sas Rue La Boetie,"Colombia - Coffee, green",Low,12.527747518148173,3785.525761709737,17,0.02087175495691601,77%,0%,FALSE,France,Europe
