Unnamed: 0,producer_country,commodity,year,adjusted_deforestation_exposure,exporter_group,years_appeared,years_available,deduce_temporal_pattern,legal_entity_mapped,legal_entity_hierarchy_year,CommonName,OAPermID,ParentOrganisationName,ParentCompanyOAPermID,UltimateParentOrganisationName,UltimateParentCompanyOAPermID,JointVentureOrganisationName,JointVentureCompanyOAPermID
,Brazil,Cattle meat,2008,,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2008,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
,Brazil,Cattle meat,2009,,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2009,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
,Brazil,Cattle meat,2010,,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2010,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
,Brazil,Cattle meat,2011,,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2011,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
1216,Brazil,Cattle meat,2012,61.79473713,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2012,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
1217,Brazil,Cattle meat,2013,2.192208288,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2013,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
1218,Brazil,Cattle meat,2014,3.653705952,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2014,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
1219,Brazil,Cattle meat,2015,94.65607933,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2015,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
1220,Brazil,Cattle meat,2016,134.5232819,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2016,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
1221,Brazil,Cattle meat,2017,21.42009737,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2017,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
,Brazil,Cattle meat,2018,,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2018,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
1222,Brazil,Cattle meat,2019,3.52373818,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2019,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
,Brazil,Cattle meat,2020,,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2020,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
,Brazil,Cattle meat,2021,,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2021,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
,Brazil,Cattle meat,2022,,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2022,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
,Brazil,Cattle meat,2023,,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2023,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
,Brazil,Cattle meat,2024,,FRIGORIFICO BIG BOI,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020,Intermittent,TRUE,2024,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,Frigorifico Big Boi Ltda,5082017231,,
,Colombia,Cattle meat,2008,,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2008,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
,Colombia,Cattle meat,2009,,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2009,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
,Colombia,Cattle meat,2010,,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2010,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
,Colombia,Cattle meat,2011,,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2011,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
,Colombia,Cattle meat,2012,,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2012,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
1223,Colombia,Cattle meat,2013,16.40105105,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2013,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
1224,Colombia,Cattle meat,2014,558.9786143,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2014,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
1225,Colombia,Cattle meat,2015,435.1513619,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2015,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
1226,Colombia,Cattle meat,2016,135.0579872,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2016,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
1227,Colombia,Cattle meat,2017,133.8003399,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2017,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
,Colombia,Cattle meat,2018,,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2018,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
,Colombia,Cattle meat,2019,,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2019,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
,Colombia,Cattle meat,2020,,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2020,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
,Colombia,Cattle meat,2021,,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2021,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
,Colombia,Cattle meat,2022,,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2022,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
,Colombia,Cattle meat,2023,,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2023,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
,Colombia,Cattle meat,2024,,FRIGORIFICO DEL SINU FRIGOSINU S A,"2013, 2014, 2015, 2016, 2017",2013-2018,Phased out,TRUE,2024,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,Frigorifico Del Sinu Frigosinu S A,5063333856,,
,Brazil,Cattle meat,2008,,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2008,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
,Brazil,Cattle meat,2009,,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2009,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
1228,Brazil,Cattle meat,2010,3179.83973,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2010,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
,Brazil,Cattle meat,2011,,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2011,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
,Brazil,Cattle meat,2012,,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2012,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
,Brazil,Cattle meat,2013,,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2013,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
,Brazil,Cattle meat,2014,,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2014,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
,Brazil,Cattle meat,2015,,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2015,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
,Brazil,Cattle meat,2016,,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2016,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
,Brazil,Cattle meat,2017,,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2017,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
,Brazil,Cattle meat,2018,,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2018,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
,Brazil,Cattle meat,2019,,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2019,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
,Brazil,Cattle meat,2020,,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2020,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
,Brazil,Cattle meat,2021,,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2021,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
,Brazil,Cattle meat,2022,,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2022,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
,Brazil,Cattle meat,2023,,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2023,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
,Brazil,Cattle meat,2024,,FRIGORIFICO ELDORADO S/A,2010,2010-2020,Phased out,TRUE,2024,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,Frigorifico Eldorado SA,5082027990,,
,Brazil,Cattle meat,2008,,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2008,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
,Brazil,Cattle meat,2009,,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2009,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
,Brazil,Cattle meat,2010,,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2010,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
,Brazil,Cattle meat,2011,,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2011,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
,Brazil,Cattle meat,2012,,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2012,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
,Brazil,Cattle meat,2013,,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2013,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
,Brazil,Cattle meat,2014,,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2014,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
,Brazil,Cattle meat,2015,,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2015,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
1229,Brazil,Cattle meat,2016,818.3558965,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2016,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
1230,Brazil,Cattle meat,2017,9069.394431,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2017,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
,Brazil,Cattle meat,2018,,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2018,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
1231,Brazil,Cattle meat,2019,7628.478395,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2019,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
1232,Brazil,Cattle meat,2020,7953.013688,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2020,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
,Brazil,Cattle meat,2021,,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2021,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
,Brazil,Cattle meat,2022,,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2022,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
,Brazil,Cattle meat,2023,,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2023,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
,Brazil,Cattle meat,2024,,FRIGORIFICO FORTEFRIGO,"2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2024,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,Frigorifico Fortefrigo Ltda,5086414260,,
,Brazil,Cattle meat,2008,,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2008,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
,Brazil,Cattle meat,2009,,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2009,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
,Brazil,Cattle meat,2010,,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2010,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
,Brazil,Cattle meat,2011,,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2011,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
,Brazil,Cattle meat,2012,,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2012,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
,Brazil,Cattle meat,2013,,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2013,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
,Brazil,Cattle meat,2014,,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2014,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
1233,Brazil,Cattle meat,2015,182.8139254,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2015,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
1234,Brazil,Cattle meat,2016,547.5520676,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2016,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
1235,Brazil,Cattle meat,2017,1012.34063,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2017,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
,Brazil,Cattle meat,2018,,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2018,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
,Brazil,Cattle meat,2019,,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2019,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
,Brazil,Cattle meat,2020,,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2020,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
,Brazil,Cattle meat,2021,,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2021,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
,Brazil,Cattle meat,2022,,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2022,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
,Brazil,Cattle meat,2023,,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2023,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
,Brazil,Cattle meat,2024,,FRIGORIFICO JR,"2015, 2016, 2017",2010-2020,"Phased in, then out",TRUE,2024,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,Frigorifico JR Ltda,5086416494,,
,Brazil,Cattle meat,2008,,FRIGORIFICO MERCOSUL S/A,2010,2010-2020,Phased out,TRUE,2008,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,,
,Brazil,Cattle meat,2009,,FRIGORIFICO MERCOSUL S/A,2010,2010-2020,Phased out,TRUE,2009,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,,
1236,Brazil,Cattle meat,2010,844.8365607,FRIGORIFICO MERCOSUL S/A,2010,2010-2020,Phased out,TRUE,2010,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,,
,Brazil,Cattle meat,2011,,FRIGORIFICO MERCOSUL S/A,2010,2010-2020,Phased out,TRUE,2011,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,,
,Brazil,Cattle meat,2012,,FRIGORIFICO MERCOSUL S/A,2010,2010-2020,Phased out,TRUE,2012,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,,
,Brazil,Cattle meat,2013,,FRIGORIFICO MERCOSUL S/A,2010,2010-2020,Phased out,TRUE,2013,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,,
,Brazil,Cattle meat,2014,,FRIGORIFICO MERCOSUL S/A,2010,2010-2020,Phased out,TRUE,2014,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,,
,Brazil,Cattle meat,2015,,FRIGORIFICO MERCOSUL S/A,2010,2010-2020,Phased out,TRUE,2015,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,,
,Brazil,Cattle meat,2016,,FRIGORIFICO MERCOSUL S/A,2010,2010-2020,Phased out,TRUE,2016,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,,
,Brazil,Cattle meat,2017,,FRIGORIFICO MERCOSUL S/A,2010,2010-2020,Phased out,TRUE,2017,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,,
,Brazil,Cattle meat,2018,,FRIGORIFICO MERCOSUL S/A,2010,2010-2020,Phased out,TRUE,2018,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,,
,Brazil,Cattle meat,2019,,FRIGORIFICO MERCOSUL S/A,2010,2010-2020,Phased out,TRUE,2019,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,,
,Brazil,Cattle meat,2020,,FRIGORIFICO MERCOSUL S/A,2010,2010-2020,Phased out,TRUE,2020,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,,
,Brazil,Cattle meat,2021,,FRIGORIFICO MERCOSUL S/A,2010,2010-2020,Phased out,TRUE,2021,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,,
,Brazil,Cattle meat,2022,,FRIGORIFICO MERCOSUL S/A,2010,2010-2020,Phased out,TRUE,2022,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,,
,Brazil,Cattle meat,2023,,FRIGORIFICO MERCOSUL S/A,2010,2010-2020,Phased out,TRUE,2023,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,Frigorifico Mercosul SA,4296312579,,
